BATSMEN,,R,B,M,4s,6s,SR
Javed Ahmadi,c Herath b Lakmal,24,23,41,4,0,104.35
Nawroz Mangal,c Thirimanne b Mathews,10,30,34,1,0,33.33
Asghar Afghan,c Mendis b Herath,54,57,80,5,1,94.74
Samiullah Shinwari,c Mathews b Perera,38,70,93,5,0,54.29
Mohammad Nabi,b Malinga,21,27,34,2,1,77.78
Najibullah Zadran,c Perera b Lakmal,10,15,28,0,1,66.67
Afsar Zazai,c Herath b Malinga,19,38,65,1,0,50.00
Mirwais Ashraf,c Lakmal b Malinga,28,32,39,1,2,87.50
Dawlat Zadran,b Mathews,4,5,5,1,0,80.00
Hamid Hassan,c Mendis b Mathews,0,1,2,0,0,0.00
Shapoor Zadran,not out,1,1,5,0,0,100.00
