BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chris Woakes,9,0,37,3,4.11,37,3,0,4,1
Jofra Archer,10,0,42,1,4.20,33,1,1,5,0
Liam Plunkett,10,0,42,3,4.20,36,4,0,0,0
Mark Wood,10,1,49,1,4.90,33,3,1,2,0
Adil Rashid,8,0,39,0,4.88,15,1,0,0,0
Ben Stokes,3,0,20,0,6.67,6,2,0,2,0
