BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Vernon Philander,8,0,30,2,3.75,31,3,0,3,0
Morne Morkel,8.2,1,49,2,5.88,32,6,2,2,0
Dale Steyn,9,0,64,1,7.11,28,9,2,0,0
Farhaan Behardien,5,0,40,0,8.00,11,3,2,1,0
Jean-Paul Duminy,8,0,45,1,5.63,22,4,1,2,0
Imran Tahir,10,0,36,3,3.60,34,3,0,1,0
