BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tim Southee,8,3,35,2,4.38,33,5,1,0,0
Trent Boult,6,1,21,2,3.50,29,3,0,4,0
Adam Milne,7,0,32,0,4.57,25,3,0,1,0
Daniel Vettori,8.2,1,24,3,2.88,32,0,1,0,0
Grant Elliott,2,0,11,0,5.50,4,1,0,0,0
Corey Anderson,5,1,18,3,3.60,21,2,0,0,0
