BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bob Willis,12,1,42,4,3.50,-,-,-,0,0
Graham Dilley,12,1,43,0,3.58,-,-,-,0,0
Sir Ian Botham,12,1,47,1,3.92,-,-,-,0,0
Paul Allott,11.5,2,44,1,3.72,-,-,-,0,0
Vic Marks,12,1,34,1,2.83,-,-,-,0,0
