BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Richard Hadlee,10,3,32,3,3.20,-,-,-,0,0
Lance Cairns,11,0,44,3,4.00,-,-,-,0,0
Jeremy Coney,12,2,27,1,2.25,-,-,-,0,0
John Bracewell,12,0,66,1,5.50,-,-,-,0,0
Ewen Chatfield,10.2,0,50,2,4.84,-,-,-,0,0
