BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Thomas Odoyo,6,0,27,1,4.50,26,3,0,3,2
Peter Ongondo,4,0,31,1,7.75,12,5,0,0,0
Lameck Onyango,2,0,14,0,7.00,7,1,1,0,0
Tony Suji,3,0,15,0,5.00,13,3,0,0,1
Hiren Varaiya,6,0,39,0,6.50,19,3,1,2,0
Jimmy Kamande,5,0,24,0,4.80,15,1,0,0,0
Steve Tikolo,4,0,18,1,4.50,15,3,0,0,0
Collins Obuya,3,0,8,0,2.67,10,0,0,0,0
