BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammad Naveed,10,1,60,1,6.00,34,6,1,4,0
Amjad Javed,9,0,49,1,5.44,33,7,0,5,0
Nasir Aziz,10,0,53,1,5.30,30,3,1,0,0
Mohammad Tauqir,9,0,51,2,5.67,26,5,1,1,0
Krishna Chandran,9,0,59,1,6.56,22,4,2,0,0
Rohan Mustafa,1,0,8,0,8.00,2,1,0,0,0
