BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bob Willis,12,4,24,2,2.00,-,-,-,0,0
Graham Dilley,12,1,33,0,2.75,-,-,-,0,0
Paul Allott,12,2,48,1,4.00,-,-,-,0,0
Sir Ian Botham,12,3,36,2,3.00,-,-,-,0,0
Vic Marks,12,1,33,1,2.75,-,-,-,0,0
