BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohinder Amarnath,12,1,39,1,3.25,-,-,-,0,0
Bishan Bedi,12,1,32,0,2.67,-,-,-,0,0
Srinivas Venkataraghavan,12,0,34,0,2.83,-,-,-,0,0
Karsan Ghavri,10,1,34,0,3.40,-,-,-,0,0
Kapil Dev,11,3,38,0,3.45,-,-,-,0,0
