BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammad Naveed,10,0,50,1,5.00,33,3,1,1,1
Manjula Guruge,8,0,56,4,7.00,25,4,3,2,0
Amjad Javed,9,0,76,0,8.44,23,7,3,2,0
Mohammad Tauqir,10,0,52,0,5.20,24,3,0,1,0
Khurram Khan,3,0,21,0,7.00,6,1,1,0,0
Krishna Chandran,8,0,58,0,7.25,16,2,2,0,0
Rohan Mustafa,2,0,23,0,11.50,4,3,0,2,0
