BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sreesanth,5,0,53,0,10.60,11,7,0,1,1
Zaheer Khan,10,0,40,2,4.00,35,2,0,4,0
Munaf Patel,10,0,48,4,4.80,37,3,2,0,0
Harbhajan Singh,10,0,41,1,4.10,26,1,0,1,0
Yusuf Pathan,8,0,49,1,6.13,12,3,0,2,0
Yuvraj Singh,7,0,42,0,6.00,15,2,1,1,0
