BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Martin Suji,3,0,36,0,12.00,8,8,0,0,0
Peter Ongondo,10,0,44,2,4.40,44,7,0,2,1
Tony Suji,2,0,24,0,12.00,4,3,1,1,0
Collins Obuya,8,0,62,0,7.75,24,7,3,0,0
Aasif Karim,8.2,6,7,3,0.84,46,1,0,0,0
