BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Zaheer Khan,9.5,0,58,2,5.90,31,6,0,2,0
Ashish Nehra,10,0,33,2,3.30,39,3,0,1,0
Munaf Patel,10,1,40,2,4.00,43,5,1,1,0
Harbhajan Singh,10,0,43,2,4.30,28,3,0,0,0
Yuvraj Singh,10,1,57,2,5.70,27,3,2,0,0
