BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Umar Gul,8,0,69,0,8.63,26,13,0,1,2
Abdul Razzaq,2,0,14,0,7.00,6,2,0,0,0
Wahab Riaz,10,0,46,5,4.60,38,5,0,4,0
Saeed Ajmal,10,0,44,2,4.40,33,4,0,2,0
Shahid Afridi,10,0,45,0,4.50,30,4,0,0,0
Mohammad Hafeez,10,0,34,1,3.40,35,2,0,0,0
