BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,10,1,26,2,2.60,42,1,0,3,0
Ian Bishop,10,1,35,2,3.50,42,1,0,1,3
Courtney Walsh,10,1,33,0,3.30,37,2,0,0,1
Ottis Gibson,2,0,13,0,6.50,8,2,0,0,1
Roger Harper,9,0,47,1,5.22,30,4,1,0,0
Jimmy Adams,9,0,42,0,4.67,23,1,0,1,0
