BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dale Steyn,7,2,18,1,2.57,30,1,0,1,0
Kyle Abbott,6,1,27,1,4.50,26,4,0,1,0
Morne Morkel,7,1,27,1,3.86,30,2,0,1,2
Jean-Paul Duminy,9,1,29,3,3.22,29,0,0,2,0
Imran Tahir,8.2,0,26,4,3.12,34,2,0,1,0
