BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Thomas Odoyo,7,2,41,3,5.86,31,1,0,5,0
Elijah Otieno,9,1,49,1,5.44,31,4,0,0,2
Nehemiah Odhiambo,7,0,65,0,9.29,19,7,1,3,3
Shem Ngoche,10,0,46,1,4.60,24,1,0,1,0
Jimmy Kamande,7,0,64,1,9.14,14,5,1,4,0
Steve Tikolo,9,0,44,1,4.89,26,1,1,0,1
Collins Obuya,1,0,5,0,5.00,2,0,0,0,0
