BATSMEN,,R,B,M,4s,6s,SR
Wayne James,lbw b Pringle,5,12,12,0,0,41.67
Andy Flower,c Richardson b Cronje,19,44,71,0,0,43.18
Andy Pycroft,c Wessels b McMillan,19,47,63,0,0,40.43
Dave Houghton,c Cronje b Kirsten,15,53,75,0,0,28.30
Andy Waller,c Cronje b Kirsten,15,28,28,1,0,53.57
Ali Shah,c Wessels b Kirsten,3,4,10,0,0,75.00
Eddo Brandes,c Richardson b McMillan,20,28,49,1,1,71.43
Mark Burmester,c Kuiper b Cronje,1,10,8,0,0,10.00
John Traicos,not out,16,40,49,1,0,40.00
Malcolm Jarvis,c & b McMillan,17,21,28,1,1,80.95
Kevin Duers,b Donald,5,10,9,0,0,50.00
