BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Paul Hoffmann,4,0,26,0,6.50,15,5,0,0,0
John Blain,5,0,29,2,5.80,21,6,0,1,0
Craig Wright,4,1,17,0,4.25,15,2,0,0,0
Glenn Rogers,3,1,15,0,5.00,14,2,1,0,0
Dougie Brown,4,0,20,0,5.00,15,3,0,0,0
Majid Haq,3.5,0,29,0,7.57,13,6,0,1,0
