BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Lasith Malinga,5,0,38,1,7.60,15,5,1,3,0
Nuwan Kulasekara,7,0,19,1,2.71,31,2,0,2,0
Angelo Mathews,3,0,19,1,6.33,8,2,0,0,0
Ajantha Mendis,6,0,24,2,4.00,20,2,0,1,0
Tillakaratne Dilshan,6,0,24,1,4.00,14,0,0,0,0
Muttiah Muralitharan,8,0,25,4,3.13,33,2,0,0,1
