BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Javagal Srinath,10,3,31,1,3.10,45,2,1,4,0
Ajit Agarkar,10,0,35,1,3.50,42,3,0,7,1
Debasis Mohanty,10,0,56,4,5.60,39,4,2,0,1
Sourav Ganguly,9,0,47,0,5.22,29,4,0,3,1
Nikhil Chopra,10,2,33,1,3.30,34,1,0,2,0
Sachin Tendulkar,1,0,23,0,23.00,2,3,0,2,0
