BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mujeeb Ur Rahman,10,0,52,0,5.20,35,6,1,2,0
Dawlat Zadran,9,1,73,2,8.11,28,6,4,1,0
Sayed Shirzad,8,0,56,1,7.00,18,4,2,0,0
Gulbadin Naib,3,0,18,0,6.00,10,1,1,0,0
Mohammad Nabi,10,0,56,1,5.60,32,4,3,0,0
Rashid Khan,10,0,52,1,5.20,31,4,1,2,0
