BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chris Woakes,10,0,46,2,4.60,35,6,0,1,0
Jofra Archer,9,0,56,1,6.22,31,7,1,1,0
Mark Wood,9,0,59,1,6.56,28,9,0,2,0
Ben Stokes,6,0,29,1,4.83,17,2,0,0,0
Moeen Ali,6,0,42,1,7.00,12,1,2,0,0
Adil Rashid,10,0,49,0,4.90,31,5,0,0,0
