BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dominic Cork,10,1,36,1,3.60,-,-,-,1,1
Peter Martin,6,0,37,1,6.17,-,-,-,0,0
Darren Gough,10,0,63,0,6.30,-,-,-,0,0
Richard Illingworth,10,1,31,1,3.10,-,-,-,0,0
Graeme Hick,9,0,45,2,5.00,-,-,-,3,0
Craig White,5,0,21,0,4.20,-,-,-,0,1
