BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
James Anderson,10,1,45,2,4.50,35,5,0,0,0
Stuart Broad,10,0,52,1,5.20,33,5,1,0,0
Chris Jordan,10,0,59,2,5.90,31,5,1,5,0
Chris Woakes,10,0,64,0,6.40,28,4,2,2,1
Moeen Ali,9,0,44,1,4.89,24,2,1,1,0
Joe Root,1,0,6,0,6.00,1,0,0,0,0
