BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Rashid Khan,12,2,32,1,2.67,-,-,-,0,0
Sarfraz Nawaz,8,0,23,0,2.88,-,-,-,0,0
Abdul Qadir,11,1,42,1,3.82,-,-,-,0,0
Shahid Mahboob,11,1,43,0,3.91,-,-,-,0,0
Wasim Raja,1,0,9,0,9.00,-,-,-,0,0
Zaheer Abbas,4.4,1,24,0,5.14,-,-,-,0,0
Mohsin Khan,1,0,3,0,3.00,-,-,-,0,0
