BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Michael Holding,12,3,32,2,2.67,-,-,-,0,0
Sir Andy Roberts,12,1,51,0,4.25,-,-,-,0,0
Malcolm Marshall,12,1,48,2,4.00,-,-,-,0,0
Joel Garner,12,1,49,1,4.08,-,-,-,0,0
Sir Viv Richards,2,0,13,0,6.50,-,-,-,0,0
Larry Gomes,10,0,46,2,4.60,-,-,-,0,0
