BATSMEN,,R,B,M,4s,6s,SR
Chris Gayle,c Fernando b Malinga,10,21,23,1,0,47.62
Dwayne Bravo,b Vaas,21,24,40,3,0,87.50
Shivnarine Chanderpaul,b Malinga,76,110,151,1,5,69.09
Brian Lara,st Sangakkara b Vaas,2,4,9,0,0,50.00
Ramnaresh Sarwan,st Sangakkara b Jayasuriya,44,68,91,1,1,64.71
Marlon Samuels,lbw b Muralitharan,3,5,7,0,0,60.00
Dwayne Smith,run out (Malinga/Sangakkara),0,2,2,0,0,0.00
Denesh Ramdin,c Vaas b Jayasuriya,2,5,6,0,0,40.00
Ian Bradshaw,not out,6,17,25,0,0,35.29
Jerome Taylor,lbw b Muralitharan,13,9,10,2,0,144.44
Daren Powell,b Jayasuriya,2,4,2,0,0,50.00
