BATSMEN,,R,B,M,4s,6s,SR
Bruce Patterson,lbw b Hasibul Hossain,0,2,1,0,0,0.00
Ian Philip,lbw b Manjural Islam,3,17,26,0,0,17.65
Mike Smith,c Khaled Mashud b Hasibul Hossain,1,13,20,0,0,7.69
Ian Stanger,lbw b Minhajul Abedin,10,35,56,0,0,28.57
George Salmond,c Faruk Ahmed b Manjural Islam,19,31,35,3,0,61.29
Gavin Hamilton,run out (Manjural Islam),63,71,106,4,1,88.73
James Brinkley,c Hasibul Hossain b Khaled Mahmud,5,31,31,0,0,16.13
Alec Davies,c Manjural Islam b Khaled Mahmud,32,65,73,3,0,49.23
John Blain,run out (Naimur Rahman),9,16,21,0,0,56.25
Asim Butt,c Aminul Islam b Enamul Haque,1,3,5,0,0,33.33
Nick Dyer,not out,0,0,1,0,0,0.00
