BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Richard Hadlee,12,1,61,1,5.08,-,-,-,0,0
Lance Cairns,12,1,45,0,3.75,-,-,-,0,0
Ewen Chatfield,12,0,57,0,4.75,-,-,-,0,0
Jeremy Coney,12,0,42,2,3.50,-,-,-,0,0
John Bracewell,12,0,50,0,4.17,-,-,-,0,0
