BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,7,2,17,2,2.43,31,1,0,0,0
Makhaya Ntini,7,2,14,0,2.00,36,2,0,2,0
Charl Langeveldt,7,0,41,3,5.86,22,4,1,2,0
Andrew Hall,7,0,37,2,5.29,20,3,1,0,0
Justin Kemp,3,0,14,0,4.67,9,1,0,0,0
Jacques Kallis,3,0,20,0,6.67,8,3,0,0,0
Graeme Smith,1,0,5,1,5.00,2,0,0,0,0
