BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mehidy Hasan,10,0,30,1,3.00,38,0,0,1,0
Mohammad Saifuddin,9,0,77,3,8.56,22,10,1,3,1
Mustafizur Rahman,10,0,75,5,7.50,24,12,0,1,0
Mashrafe Mortaza,7,0,46,0,6.57,12,2,0,0,0
Shakib Al Hasan,10,0,57,0,5.70,20,3,0,1,0
Mosaddek Hossain,4,0,27,0,6.75,10,3,0,1,0
