BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,10,0,37,0,3.70,-,-,-,7,0
Aaqib Javed,8.5,0,42,0,4.75,-,-,-,0,2
Wasim Haider,8,0,42,0,5.25,-,-,-,0,1
Ijaz Ahmed,6,1,29,0,4.83,-,-,-,0,0
Iqbal Sikander,8,1,26,0,3.25,-,-,-,0,0
Aamer Sohail,6,0,35,0,5.83,-,-,-,0,0
