BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Derek Pringle,7,3,16,0,2.29,-,-,-,0,0
Chris Lewis,8.2,1,30,3,3.60,-,-,-,0,1
Phil DeFreitas,9,2,34,3,3.78,-,-,-,2,0
Sir Ian Botham,10,0,30,1,3.00,-,-,-,0,0
Dermot Reeve,10,1,23,1,2.30,-,-,-,1,0
Phil Tufnell,5,0,20,0,4.00,-,-,-,0,0
