BATSMEN,,R,B,M,4s,6s,SR
Sunil Gavaskar,c Dias b Warnapura,26,54,71,2,0,48.15
Anshuman Gaekwad,c sub (GRA de Silva) b DLS de Silva,33,52,-,2,0,63.46
Dilip Vengsarkar,c DLS de Silva b DS de Silva,36,57,-,3,0,63.16
Gundappa Viswanath,run out,22,55,75,0,0,40.00
Brijesh Patel,b DS de Silva,10,13,12,1,0,76.92
Kapil Dev,c Warnapura b DLS de Silva,16,19,29,2,0,84.21
Mohinder Amarnath,b DS de Silva,7,15,18,0,0,46.67
Karsan Ghavri,c Warnapura b Opatha,3,8,15,0,0,37.50
Surinder Khanna,c Dias b Opatha,10,17,20,1,0,58.82
Srinivas Venkataraghavan,not out,9,9,16,0,0,100.00
Bishan Bedi,c Jayasinghe b Opatha,5,8,6,0,0,62.50
