BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chris Mpofu,10,3,58,2,5.80,35,7,1,2,0
Ed Rainsford,7,0,44,1,6.29,23,5,0,1,1
Elton Chigumbura,6,2,21,2,3.50,30,3,1,0,2
Gary Brent,10,1,40,2,4.00,41,5,0,2,0
Prosper Utseya,10,0,29,0,2.90,38,2,0,0,0
Sean Williams,6,1,21,1,3.50,18,0,0,0,0
Stuart Matsikenyeri,1,0,6,0,6.00,1,0,0,0,0
