BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dave Langford-Smith,9,0,34,0,3.78,38,4,0,5,0
Boyd Rankin,7,1,43,1,6.14,27,7,0,2,0
Andre Botha,10,2,32,1,3.20,43,3,0,0,2
Trent Johnston,10,2,32,1,3.20,43,4,0,0,0
Kyle McCallan,9,1,56,2,6.22,27,7,1,0,0
Andrew White,3,1,15,1,5.00,10,1,0,0,0
Kevin O'Brien,2,1,8,1,4.00,7,0,0,0,0
