BATSMEN,,R,B,M,4s,6s,SR
James Vince,b Behrendorff,0,2,2,0,0,0.00
Jonny Bairstow,c Cummins b Behrendorff,27,39,68,5,0,69.23
Joe Root,lbw b Starc,8,9,16,2,0,88.89
Eoin Morgan,c Cummins b Starc,4,7,13,1,0,57.14
Ben Stokes,b Starc,89,115,138,8,2,77.39
Jos Buttler,c Khawaja b Stoinis,25,27,60,2,0,92.59
Chris Woakes,c Finch b Behrendorff,26,34,64,2,0,76.47
Moeen Ali,c Carey b Behrendorff,6,9,14,1,0,66.67
Adil Rashid,c Stoinis b Starc,25,20,24,3,1,125.00
Jofra Archer,c Warner b Behrendorff,1,4,10,0,0,25.00
Mark Wood,not out,1,2,6,0,0,50.00
