BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,10,0,45,0,4.50,33,0,0,5,4
Aaqib Javed,8,2,28,2,3.50,30,2,0,0,0
Imran Khan,8,0,25,0,3.13,33,2,0,1,0
Wasim Haider,10,1,36,1,3.60,36,1,0,1,1
Mushtaq Ahmed,10,0,59,3,5.90,27,4,1,1,0
Aamer Sohail,3,0,20,0,6.67,8,2,0,1,0
