BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Brett Lee,8,1,28,4,3.50,33,4,0,0,0
Shaun Tait,8,1,37,0,4.63,32,4,0,3,0
Mitchell Johnson,9,1,40,1,4.44,33,5,0,1,0
Shane Watson,6,0,26,0,4.33,22,4,0,0,0
Jason Krejza,10,0,44,1,4.40,35,4,1,0,0
