BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mashrafe Mortaza,5,0,36,0,7.20,15,2,2,1,0
Mohammad Saifuddin,7,0,59,0,8.43,17,9,1,0,0
Mustafizur Rahman,10,1,59,5,5.90,29,5,1,2,1
Shakib Al Hasan,10,0,41,1,4.10,32,2,1,1,0
Mosaddek Hossain,4,0,32,0,8.00,7,1,2,1,0
Rubel Hossain,8,0,48,1,6.00,21,6,0,0,0
Soumya Sarkar,6,0,33,1,5.50,15,2,0,1,0
