BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,8,1,41,2,5.13,-,-,-,1,2
Courtney Walsh,9,3,18,0,2.00,-,-,-,0,2
Ian Bishop,5,0,28,0,5.60,-,-,-,0,3
Ottis Gibson,8.4,0,50,0,5.77,-,-,-,0,1
Roger Harper,9,1,34,2,3.78,-,-,-,0,0
