BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Madan Lal,12,1,64,1,5.33,-,-,-,0,0
Mohinder Amarnath,12,2,60,1,5.00,-,-,-,0,0
Syed Abid Ali,12,0,58,2,4.83,-,-,-,0,0
Karsan Ghavri,11,1,83,0,7.55,-,-,-,0,0
Srinivas Venkataraghavan,12,0,41,0,3.42,-,-,-,0,0
Eknath Solkar,1,0,12,0,12.00,-,-,-,0,0
