BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bob Willis,11,2,37,1,3.36,-,-,-,0,0
Mike Hendrick,12,6,15,4,1.25,-,-,-,0,0
Sir Ian Botham,12,3,38,2,3.17,-,-,-,0,0
Chris Old,12,2,28,1,2.33,-,-,-,0,0
Phil Edmonds,3,0,8,0,2.67,-,-,-,0,0
Sir Geoff Boycott,5,0,14,2,2.80,-,-,-,0,0
Graham Gooch,1,0,1,0,1.00,-,-,-,0,0
