BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,10,0,48,0,4.80,36,5,0,1,3
Shoaib Akhtar,10,0,72,1,7.20,29,7,1,7,0
Waqar Younis,8.4,0,71,2,8.19,26,9,1,2,0
Shahid Afridi,9,0,45,1,5.00,28,5,0,0,0
Abdul Razzaq,8,0,36,0,4.50,29,2,0,1,2
