BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Zaheer Khan,10,0,46,2,4.60,42,4,0,5,5
Javagal Srinath,10,0,41,1,4.10,31,1,0,1,1
Ashish Nehra,10,0,74,2,7.40,28,11,0,2,0
Anil Kumble,10,0,51,0,5.10,25,3,0,1,0
Sourav Ganguly,3,0,14,0,4.67,9,1,0,0,0
Virender Sehwag,4,0,19,0,4.75,9,0,0,1,0
Dinesh Mongia,3,0,19,1,6.33,5,2,0,0,0
