BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tony Opatha,12,0,67,2,5.58,-,-,-,0,0
Mevan Pieris,9,0,54,0,6.00,-,-,-,0,0
Ajit de Silva,7,1,46,0,6.57,-,-,-,0,0
Somachandra De Silva,12,1,61,1,5.08,-,-,-,0,0
Lalith Kaluperuma,9,1,35,0,3.89,-,-,-,0,0
Bandula Warnapura,8,0,42,3,5.25,-,-,-,0,0
Anura Ranasinghe,3,0,10,0,3.33,-,-,-,0,0
