BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Pramodya Wickramasinghe,10,3,29,2,2.90,-,-,-,1,1
Champaka Ramanayake,9,1,44,0,4.89,-,-,-,2,5
Don Anurasiri,10,0,43,0,4.30,-,-,-,0,0
Asanka Gurusinha,6,0,20,0,3.33,-,-,-,0,0
Arjuna Ranatunga,1,0,11,0,11.00,-,-,-,0,0
Ruwan Kalpage,8,0,41,1,5.13,-,-,-,0,0
