BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Andy Roberts,12,1,47,1,3.92,-,-,-,0,0
Keith Boyce,12,2,44,1,3.67,-,-,-,0,0
Bernard Julien,12,1,41,1,3.42,-,-,-,0,0
Vanburn Holder,12,3,56,0,4.67,-,-,-,0,0
Sir Viv Richards,4,0,21,1,5.25,-,-,-,0,0
Sir Clive Lloyd,8,1,31,1,3.88,-,-,-,0,0
