BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,10,1,51,1,5.10,-,-,-,0,0
Bruce Reid,10,0,43,0,4.30,-,-,-,0,0
Steve Waugh,9,0,37,2,4.11,-,-,-,0,0
Simon O'Donnell,10,1,35,1,3.50,-,-,-,0,0
Tim May,4,0,27,0,6.75,-,-,-,0,0
Allan Border,7,0,38,2,5.43,-,-,-,0,0
