BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,8,1,25,1,3.13,32,2,0,1,0
Lasith Malinga,7,2,21,1,3.00,29,1,0,0,1
Dilhara Fernando,5,0,45,0,9.00,15,2,3,1,5
Muttiah Muralitharan,8,0,31,4,3.88,28,1,1,1,0
Sanath Jayasuriya,9,0,57,2,6.33,22,3,2,3,0
Tillakaratne Dilshan,4.4,0,22,2,4.71,15,1,1,1,0
