BATSMEN,,R,B,M,4s,6s,SR
KL Rahul,c Latham b Henry,1,7,18,0,0,14.29
Rohit Sharma,c Latham b Henry,1,4,7,0,0,25.00
Virat Kohli,lbw b Boult,1,6,8,0,0,16.67
Rishabh Pant,c de Grandhomme b Santner,32,56,89,4,0,57.14
Dinesh Karthik,c Neesham b Henry,6,25,29,1,0,24.00
Hardik Pandya,c Williamson b Santner,32,62,81,2,0,51.61
MS Dhoni,run out (Guptill),50,72,114,1,1,69.44
Ravindra Jadeja,c Williamson b Boult,77,59,84,4,4,130.51
Bhuvneshwar Kumar,b Ferguson,0,1,10,0,0,0.00
Yuzvendra Chahal,c Latham b Neesham,5,5,8,1,0,100.00
Jasprit Bumrah,not out,0,0,4,0,0,0.00
