BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Zaheer Khan,10,0,64,3,6.40,27,8,0,1,0
Munaf Patel,10,0,70,2,7.00,20,5,1,1,0
Piyush Chawla,10,0,71,2,7.10,22,5,3,1,0
Harbhajan Singh,10,0,58,1,5.80,18,4,0,0,0
Yuvraj Singh,7,0,46,0,6.57,15,4,1,0,0
Yusuf Pathan,3,0,21,0,7.00,7,3,0,0,0
