BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Eddo Brandes,9.1,0,40,1,4.36,-,-,-,1,1
Malcolm Jarvis,9,2,23,1,2.56,-,-,-,0,2
Mark Burmester,5,0,20,0,4.00,-,-,-,1,0
Ali Shah,8,2,32,1,4.00,-,-,-,0,0
Kevin Duers,8,1,19,0,2.38,-,-,-,0,0
John Traicos,6,0,26,0,4.33,-,-,-,0,0
