BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Allan Donald,9.3,1,25,1,2.63,-,-,-,1,2
Meyrick Pringle,9,0,25,1,2.78,-,-,-,6,3
Richard Snell,10,3,24,0,2.40,-,-,-,0,0
Brian McMillan,10,1,30,3,3.00,-,-,-,6,0
Hansie Cronje,5,0,17,2,3.40,-,-,-,0,0
Peter Kirsten,5,0,31,3,6.20,-,-,-,0,0
