BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kapil Dev,8,1,17,0,2.13,-,-,-,0,0
Manoj Prabhakar,8,1,19,4,2.38,-,-,-,0,0
Maninder Singh,10,0,21,3,2.10,-,-,-,0,0
Mohammad Azharuddin,1,0,6,0,6.00,-,-,-,0,0
Laxman Sivaramakrishnan,9,0,36,1,4.00,-,-,-,0,0
Ravi Shastri,8.2,0,28,1,3.36,-,-,-,0,0
