BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,8,3,10,2,1.25,42,0,0,0,2
Jacques Kallis,8,0,26,3,3.25,36,2,0,6,0
Steve Elworthy,8,1,23,1,2.88,35,3,0,0,0
Allan Donald,6,1,25,1,4.17,24,3,0,3,0
Lance Klusener,5.2,1,21,3,3.94,21,2,0,0,0
