BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,10,1,23,0,2.30,-,-,-,0,2
Bruce Reid,8.5,0,41,0,4.64,-,-,-,4,0
Mike Whitney,6,0,26,0,4.33,-,-,-,0,0
Steve Waugh,4,1,16,0,4.00,-,-,-,1,0
Peter Taylor,10,1,32,1,3.20,-,-,-,1,0
Allan Border,4,0,13,0,3.25,-,-,-,0,0
Tom Moody,4,0,15,0,3.75,-,-,-,0,0
