BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
John Mooney,7,1,59,1,8.43,18,7,2,3,0
Max Sorensen,8,0,64,1,8.00,20,5,3,1,0
Andy McBrine,10,1,26,0,2.60,41,2,0,0,0
Kevin O'Brien,9,0,71,1,7.89,31,8,4,3,0
George Dockrell,10,0,50,3,5.00,38,4,2,1,0
Paul Stirling,6,0,33,0,5.50,18,2,1,1,0
