BATSMEN,,R,B,M,4s,6s,SR
Peter Fulton,c Silva b Jayasuriya,46,77,116,2,1,59.74
Stephen Fleming,lbw b Malinga,1,4,7,0,0,25.00
Ross Taylor,lbw b Vaas,9,25,43,1,0,36.00
Scott Styris,c Jayawardene b Dilshan,37,38,50,2,3,97.37
Jacob Oram,c & b Muralitharan,3,7,8,0,0,42.86
Brendon McCullum,c Silva b Muralitharan,0,1,1,0,0,0.00
Craig McMillan,b Jayasuriya,25,20,36,1,2,125.00
Daniel Vettori,lbw b Muralitharan,0,4,5,0,0,0.00
James Franklin,not out,30,38,57,2,0,78.95
Shane Bond,b Muralitharan,2,4,6,0,0,50.00
Jeetan Patel,c Fernando b Dilshan,34,38,33,2,1,89.47
