Bowler,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls,Year,Balls
Monty Panesar,7,2,25,3,3.57,29,3,0,0,0,2007,42
Paul Collingwood,4,0,14,0,3.5,14,1,0,0,0,2007,24
Ravi Bopara,2,0,6,0,3.0,9,1,0,0,0,2007,12
Mashrafe Mortaza,8.5,3,28,0,3.17,43,3,1,3,0,2007,53
Syed Rasel,10,3,25,2,2.5,47,2,0,0,0,2007,60
Abdur Razzak,10,1,30,2,3.0,41,3,0,0,0,2007,60
Mohammad Rafique,10,3,33,2,3.3,46,2,2,2,0,2007,60
Shakib Al Hasan,6,0,19,0,3.17,21,0,0,0,0,2007,36
Corey Collymore,10,0,41,2,4.1,35,3,0,3,0,2007,60
Daren Powell,10,0,78,0,7.8,27,6,4,1,0,2007,60
Ian Bradshaw,10,0,73,0,7.3,22,4,3,2,0,2007,60
Dwayne Bravo,7,0,69,1,9.86,15,7,3,0,0,2007,42
Kieron Pollard,3,0,20,0,6.67,6,1,0,0,0,2007,18
Chris Gayle,6,0,42,1,7.0,12,2,2,0,0,2007,36
Ramnaresh Sarwan,4,0,30,0,7.5,8,1,2,0,0,2007,24
Shaun Pollock,8,0,33,2,4.13,26,3,0,0,0,2007,48
Makhaya Ntini,10,1,57,1,5.7,30,6,1,0,0,2007,60
Andre Nel,10,0,54,1,5.4,26,4,0,0,0,2007,60
Andrew Hall,9,0,49,0,5.44,21,4,0,2,0,2007,54
Jacques Kallis,8,0,36,2,4.5,21,2,0,0,0,2007,48
Graeme Smith,5,0,56,2,11.2,8,3,4,1,0,2007,30
Dave Langford-Smith,10,1,41,2,4.1,42,5,0,1,0,2007,60
Boyd Rankin,8,0,55,1,6.88,25,5,1,7,0,2007,48
Trent Johnston,10,0,63,1,6.3,31,7,1,1,0,2007,60
Kyle McCallan,10,0,35,2,3.5,34,1,0,1,0,2007,60
Andrew White,10,0,45,2,4.5,23,0,0,0,0,2007,60
Kevin O'Brien,2,0,20,0,10.0,2,1,1,0,0,2007,12
James Franklin,8,1,27,0,3.38,37,2,1,0,1,2007,48
Shane Bond,5,0,18,2,3.6,22,1,0,2,1,2007,30
Jacob Oram,6,2,15,1,2.5,27,1,0,1,0,2007,36
Jeetan Patel,7,1,32,2,4.57,26,3,1,0,0,2007,42
Daniel Vettori,8.4,1,23,4,2.65,34,0,0,1,0,2007,52
Scott Styris,3,0,16,0,5.33,8,0,1,0,0,2007,18
Nathan Bracken,10,1,33,3,3.3,40,2,0,1,0,2007,60
Shaun Tait,10,0,41,3,4.1,41,4,0,3,2,2007,60
Glenn McGrath,9.5,0,62,3,6.31,29,7,1,1,0,2007,59
Michael Clarke,4,0,27,0,6.75,10,2,1,0,0,2007,24
Brad Hogg,10,0,36,1,3.6,31,0,0,1,0,2007,60
Andrew Symonds,6,0,40,0,6.67,10,3,0,0,0,2007,36
James Anderson,10,1,49,0,4.9,35,5,0,3,0,2007,60
Sajid Mahmood,9.2,1,60,0,6.43,31,10,0,1,0,2007,56
Andrew Flintoff,10,1,35,1,3.5,39,4,0,0,0,2007,60
Monty Panesar,9,0,48,0,5.33,26,5,0,0,0,2007,54
Paul Collingwood,9,0,50,1,5.56,26,4,1,1,0,2007,54
Shaun Pollock,10,1,25,0,2.5,43,2,0,2,0,2007,60
Makhaya Ntini,10,1,61,1,6.1,31,7,1,2,0,2007,60
Andre Nel,10,1,45,5,4.5,39,5,0,2,3,2007,60
Charl Langeveldt,10,0,57,0,5.7,32,8,0,0,2,2007,60
Jacques Kallis,6,0,27,1,4.5,24,3,0,3,0,2007,36
Graeme Smith,3,0,16,0,5.33,8,1,0,3,0,2007,18
Justin Kemp,1,0,13,0,13.0,3,0,2,0,0,2007,6
Mashrafe Mortaza,9,0,45,0,5.0,30,3,1,1,0,2007,54
Syed Rasel,10,0,41,2,4.1,34,4,0,1,0,2007,60
Abdur Razzak,9.4,1,25,3,2.59,47,1,0,5,0,2007,58
Mohammad Rafique,10,2,22,1,2.2,40,0,0,0,0,2007,60
Shakib Al Hasan,10,0,49,2,4.9,28,1,2,0,0,2007,60
James Anderson,10,1,38,0,3.8,39,3,0,0,0,2007,60
Sajid Mahmood,9,0,50,4,5.56,33,3,1,1,3,2007,54
Andrew Flintoff,10,0,35,3,3.5,40,3,0,0,1,2007,60
Paul Collingwood,10,0,44,1,4.4,32,3,0,1,0,2007,60
Monty Panesar,8,0,45,0,5.63,19,3,0,0,0,2007,48
Michael Vaughan,3,0,14,0,4.67,5,0,0,0,0,2007,18
Chaminda Vaas,8,1,45,1,5.63,30,5,1,0,0,2007,48
Lasith Malinga,10,1,50,2,5.0,30,5,0,0,2,2007,60
Dilhara Fernando,9,0,41,3,4.56,31,4,0,0,0,2007,54
Sanath Jayasuriya,8,0,31,0,3.88,20,0,0,0,0,2007,48
Tillakaratne Dilshan,5,1,16,0,3.2,16,0,0,1,0,2007,30
Muttiah Muralitharan,10,1,48,1,4.8,34,4,1,1,0,2007,60
Shaun Pollock,7,2,17,2,2.43,31,1,0,0,0,2007,42
Makhaya Ntini,7,2,14,0,2.0,36,2,0,2,0,2007,42
Charl Langeveldt,7,0,41,3,5.86,22,4,1,2,0,2007,42
Andrew Hall,7,0,37,2,5.29,20,3,1,0,0,2007,42
Justin Kemp,3,0,14,0,4.67,9,1,0,0,0,2007,18
Jacques Kallis,3,0,20,0,6.67,8,3,0,0,0,2007,18
Graeme Smith,1,0,5,1,5.0,2,0,0,0,0,2007,6
Boyd Rankin,7,1,26,2,3.71,31,3,0,1,1,2007,42
Dave Langford-Smith,5,0,31,0,6.2,14,5,0,0,0,2007,30
Paul Mooney,3.3,0,40,0,11.43,7,4,1,0,3,2007,21
Trent Johnston,3,0,15,1,5.0,12,2,0,0,0,2007,18
Andre Botha,6,0,18,0,3.0,23,1,0,0,0,2007,36
Kyle McCallan,5,0,27,0,5.4,14,3,0,0,0,2007,30
Andrew White,2,0,8,0,4.0,4,0,0,0,0,2007,12
Michael Mason,1.3,1,4,0,2.67,8,1,0,0,0,2007,9
Shane Bond,10,4,15,2,1.5,49,1,0,0,0,2007,60
Craig McMillan,1.3,0,6,0,4.0,5,0,0,0,0,2007,9
James Franklin,6,1,27,0,4.5,24,5,0,0,0,2007,36
Jacob Oram,9.3,0,30,3,3.16,38,3,0,1,0,2007,57
Daniel Vettori,10,0,34,0,3.4,31,1,0,1,0,2007,60
Scott Styris,10,1,43,4,4.3,36,2,2,0,0,2007,60
Mashrafe Mortaza,6,0,41,0,6.83,20,7,0,1,0,2007,36
Syed Rasel,7,0,22,1,3.14,32,2,0,2,0,2007,42
Abdur Razzak,8,0,38,0,4.75,23,2,0,2,0,2007,48
Mohammad Rafique,5,0,37,0,7.4,10,3,0,2,0,2007,30
Shakib Al Hasan,3,0,33,0,11.0,4,0,3,0,0,2007,18
Mohammad Ashraful,0.2,0,7,0,21.0,0,0,1,0,0,2007,2
Jerome Taylor,8,1,32,0,4.0,31,1,1,4,0,2007,48
Daren Powell,10,1,38,2,3.8,34,2,0,2,2,2007,60
Ian Bradshaw,10,0,67,1,6.7,31,4,2,1,1,2007,60
Dwayne Smith,3,0,23,0,7.67,11,3,1,0,0,2007,18
Chris Gayle,9,0,60,0,6.67,22,3,0,3,2,2007,54
Dwayne Bravo,7,0,59,1,8.43,15,2,3,2,0,2007,42
Ramnaresh Sarwan,3,0,17,1,5.67,7,1,0,1,0,2007,18
Chaminda Vaas,8,1,19,2,2.38,35,1,0,0,1,2007,48
Lasith Malinga,5,0,34,2,6.8,19,3,1,2,0,2007,30
Dilhara Fernando,7,3,19,0,2.71,33,2,0,1,1,2007,42
Tillakaratne Dilshan,4,0,11,0,2.75,13,0,0,0,0,2007,24
Russel Arnold,3,0,9,0,3.0,9,0,0,0,0,2007,18
Muttiah Muralitharan,9,0,59,2,6.56,24,1,4,1,0,2007,54
Sanath Jayasuriya,8.3,0,38,3,4.47,23,1,1,0,0,2007,51
Nathan Bracken,4,0,20,2,5.0,10,1,0,1,0,2007,24
Glenn McGrath,5,0,16,3,3.2,21,2,0,1,0,2007,30
Shaun Tait,4,0,28,1,7.0,12,1,1,4,0,2007,24
Shane Watson,1.4,0,4,0,2.4,7,0,0,0,0,2007,10
Brad Hogg,5,0,20,0,4.0,11,0,0,0,0,2007,30
Andrew Symonds,2.2,0,16,0,6.86,5,0,1,1,0,2007,14
Mashrafe Mortaza,4,0,20,0,5.0,12,2,0,0,0,2007,24
Tapash Baisya,2.5,0,35,0,12.35,4,5,1,0,0,2007,17
Aftab Ahmed,0.1,0,1,0,6.0,0,0,0,0,0,2007,1
Abdur Razzak,3,0,15,0,5.0,11,2,0,0,0,2007,18
Mohammad Rafique,3,0,21,0,7.0,8,2,1,0,0,2007,18
Shakib Al Hasan,0.5,0,14,0,16.8,1,0,2,0,0,2007,5
Dave Langford-Smith,7,0,38,0,5.43,28,5,0,3,3,2007,42
Boyd Rankin,7,1,28,2,4.0,30,2,0,4,0,2007,42
Trent Johnston,10,0,70,1,7.0,26,9,1,0,0,2007,60
Andre Botha,10,1,56,1,5.6,25,1,3,0,0,2007,60
Kevin O'Brien,4,0,26,1,6.5,9,2,0,2,0,2007,24
Kyle McCallan,10,0,38,1,3.8,35,3,0,2,0,2007,60
Andrew White,2,0,8,0,4.0,7,0,0,0,0,2007,12
James Anderson,7,1,35,1,5.0,26,1,1,4,0,2007,42
Sajid Mahmood,8,2,34,0,4.25,32,3,0,1,1,2007,48
Andrew Flintoff,8.1,1,43,4,5.27,29,3,0,0,4,2007,49
Paul Collingwood,6,0,38,1,6.33,18,4,0,1,0,2007,36
Monty Panesar,10,1,31,2,3.1,36,1,0,0,0,2007,60
Michael Vaughan,9,0,34,1,3.78,28,0,1,1,0,2007,54
Michael Mason,6,2,14,0,2.33,30,2,0,1,0,2007,36
Shane Bond,8.4,0,31,3,3.58,37,3,0,2,0,2007,52
James Franklin,3,0,29,0,9.67,8,6,0,0,0,2007,18
Jacob Oram,8,2,23,3,2.88,32,2,0,0,0,2007,48
Scott Styris,10,1,35,1,3.5,35,2,0,0,0,2007,60
Daniel Vettori,9,1,39,3,4.33,28,1,1,0,0,2007,54
Daren Powell,10,2,39,2,3.9,45,6,0,1,2,2007,60
Dwayne Smith,5,0,24,0,4.8,20,4,0,1,0,2007,30
Corey Collymore,9,0,43,0,4.78,34,4,1,0,0,2007,54
Dwayne Bravo,8,0,32,0,4.0,26,2,0,0,0,2007,48
Chris Gayle,6.2,0,35,0,5.53,15,2,0,1,0,2007,38
Ramnaresh Sarwan,1,0,5,0,5.0,1,0,0,0,0,2007,6
Shaun Pollock,8,0,46,0,5.75,26,6,0,0,0,2007,48
Makhaya Ntini,8,0,26,2,3.25,35,3,0,0,0,2007,48
Charl Langeveldt,10,1,39,5,3.9,38,4,0,0,1,2007,60
Andrew Hall,9.3,0,33,1,3.47,32,0,0,3,0,2007,57
Jacques Kallis,6,0,24,0,4.0,25,3,0,0,0,2007,36
Robin Peterson,5,0,22,0,4.4,12,1,0,1,0,2007,30
Graeme Smith,3,0,16,0,5.33,6,1,0,0,0,2007,18
Chaminda Vaas,10,1,31,1,3.1,42,1,1,0,0,2007,60
Lasith Malinga,9.2,0,54,4,5.79,33,8,0,1,1,2007,56
Farveez Maharoof,7,0,41,0,5.86,17,4,0,0,0,2007,42
Muttiah Muralitharan,10,0,34,3,3.4,32,1,0,1,0,2007,60
Sanath Jayasuriya,10,0,34,1,3.4,29,0,0,1,0,2007,60
Tillakaratne Dilshan,2,0,9,0,4.5,4,0,0,0,0,2007,12
Daren Powell,10,2,53,2,5.3,40,7,1,0,0,2007,60
Jerome Taylor,10,0,67,0,6.7,30,5,2,3,0,2007,60
Corey Collymore,10,0,56,0,5.6,32,5,1,2,0,2007,60
Chris Gayle,4,0,29,0,7.25,8,2,0,0,2,2007,24
Dwayne Bravo,7,0,49,2,7.0,14,5,0,2,0,2007,42
Marlon Samuels,9,0,58,1,6.44,20,3,2,1,1,2007,54
Nathan Bracken,9,1,25,1,2.78,38,2,0,1,0,2007,54
Shaun Tait,7.3,0,43,2,5.73,27,5,0,7,0,2007,45
Glenn McGrath,8,1,31,3,3.88,33,4,0,0,0,2007,48
Shane Watson,7,0,31,0,4.43,22,3,0,0,0,2007,42
Brad Hogg,10,0,56,3,5.6,30,2,2,2,0,2007,60
Andrew Symonds,4,0,32,1,8.0,7,2,0,1,0,2007,24
Mashrafe Mortaza,4,0,8,2,2.0,20,0,0,2,1,2007,24
Syed Rasel,5,0,14,1,2.8,23,1,0,1,1,2007,30
Abdur Razzak,4,0,20,3,5.0,16,2,1,1,0,2007,24
Mohammad Rafique,4,0,18,1,4.5,11,1,0,0,0,2007,24
Shakib Al Hasan,3,0,12,2,4.0,8,0,0,0,0,2007,18
Aftab Ahmed,1,0,17,0,17.0,1,2,1,0,0,2007,6
Kevin Hurdle,4,0,25,0,6.25,16,0,1,7,3,2007,24
Saleem Mukuddem,5,1,19,3,3.8,20,1,0,4,0,2007,30
Janeiro Tucker,3,0,14,0,4.67,9,1,0,0,0,2007,18
Dwayne Leverock,3.3,0,19,0,5.43,10,2,0,0,0,2007,21
Delyone Borden,2,0,15,0,7.5,3,1,0,2,0,2007,12
James Anderson,9,0,27,2,3.0,38,3,0,1,0,2007,54
Sajid Mahmood,9,0,39,1,4.33,34,3,0,2,3,2007,54
Andrew Flintoff,9,0,35,2,3.89,31,1,0,1,3,2007,54
Ravi Bopara,1,0,7,0,7.0,5,1,0,1,1,2007,6
Paul Collingwood,7,0,33,2,4.71,24,4,0,1,0,2007,42
Monty Panesar,8,0,28,0,3.5,31,3,0,0,0,2007,48
Thomas Odoyo,6,0,27,1,4.5,26,3,0,3,2,2007,36
Peter Ongondo,4,0,31,1,7.75,12,5,0,0,0,2007,24
Lameck Onyango,2,0,14,0,7.0,7,1,1,0,0,2007,12
Tony Suji,3,0,15,0,5.0,13,3,0,0,1,2007,18
Hiren Varaiya,6,0,39,0,6.5,19,3,1,2,0,2007,36
Jimmy Kamande,5,0,24,0,4.8,15,1,0,0,0,2007,30
Steve Tikolo,4,0,18,1,4.5,15,3,0,0,0,2007,24
Collins Obuya,3,0,8,0,2.67,10,0,0,0,0,2007,18
Shaun Pollock,10,0,83,0,8.3,26,6,4,2,0,2007,60
Makhaya Ntini,9,0,68,1,7.56,25,10,1,0,0,2007,54
Charl Langeveldt,10,0,82,1,8.2,24,12,1,2,1,2007,60
Andrew Hall,10,0,60,2,6.0,29,6,2,0,0,2007,60
Graeme Smith,2,0,14,0,7.0,3,0,1,0,0,2007,12
Jacques Kallis,9,0,66,1,7.33,16,6,2,0,0,2007,54
Nathan Bracken,9,0,40,2,4.44,31,4,1,0,0,2007,54
Shaun Tait,10,0,61,2,6.1,32,9,0,4,1,2007,60
Glenn McGrath,9,0,62,1,6.89,23,8,1,0,0,2007,54
Shane Watson,8,1,46,1,5.75,26,2,2,2,0,2007,48
Brad Hogg,10,0,61,3,6.1,31,6,2,1,0,2007,60
Andrew Symonds,2,0,19,0,9.5,2,3,0,0,0,2007,12
Jerome Taylor,8,0,37,1,4.63,32,3,1,3,0,2007,48
Daren Powell,9,2,24,2,2.67,43,4,0,1,0,2007,54
Ian Bradshaw,9,0,27,1,3.0,39,3,0,0,0,2007,54
Dwayne Bravo,7,1,35,2,5.0,28,2,1,1,2,2007,42
Chris Gayle,10,0,23,2,2.3,38,0,0,1,0,2007,60
Marlon Samuels,5,0,23,0,4.6,13,2,0,0,0,2007,30
Dave Langford-Smith,9,1,33,1,3.67,37,3,0,3,0,2007,54
Boyd Rankin,5,0,38,0,7.6,13,6,0,2,0,2007,30
Andre Botha,6,0,35,0,5.83,21,3,2,0,0,2007,36
John Mooney,4,1,22,0,5.5,13,2,1,0,0,2007,24
Kyle McCallan,10,0,35,1,3.5,44,1,3,1,0,2007,60
Kevin O'Brien,3,0,13,0,4.33,10,1,0,0,0,2007,18
Andrew White,1.1,0,13,0,11.14,2,1,1,0,0,2007,7
Zaheer Khan,10,0,49,2,4.9,34,5,0,5,1,2007,60
Ajit Agarkar,8,1,33,1,4.13,32,4,0,3,0,2007,48
Munaf Patel,10,1,46,1,4.6,39,6,1,0,0,2007,60
Harbhajan Singh,10,0,53,0,5.3,22,1,0,3,0,2007,60
Sourav Ganguly,4,0,22,1,5.5,13,3,0,1,0,2007,24
Sachin Tendulkar,8,0,40,1,5.0,21,3,0,2,1,2007,48
Chaminda Vaas,8,1,39,2,4.88,31,5,1,0,0,2007,48
Lasith Malinga,8,0,39,1,4.88,30,5,0,1,0,2007,48
Dilhara Fernando,6.2,0,32,1,5.05,25,4,1,2,0,2007,38
Muttiah Muralitharan,10,0,41,3,4.1,32,2,0,4,0,2007,60
Sanath Jayasuriya,9,0,31,1,3.44,27,0,0,0,0,2007,54
Tillakaratne Dilshan,2.1,1,2,1,0.92,11,0,0,0,0,2007,13
Anderson Cummins,10,1,59,0,5.9,30,3,2,4,1,2007,60
Umar Bhatti,5.3,1,25,0,4.55,22,3,0,3,0,2007,33
Abdool Samad,2.3,0,31,1,12.4,7,6,0,1,0,2007,15
Henry Osinde,4,0,45,0,11.25,7,6,1,1,0,2007,24
Kevin Sandher,10,0,58,2,5.8,30,4,2,0,0,2007,60
John Davison,10,0,67,2,6.7,22,5,1,2,0,2007,60
Sunil Dhaniram,8,0,72,0,9.0,14,2,5,0,0,2007,48
Daryl Tuffey,6,0,40,0,6.67,22,5,1,2,1,2007,36
Michael Mason,8,0,60,1,7.5,23,8,0,1,4,2007,48
Jacob Oram,7,1,16,0,2.29,29,0,0,0,1,2007,42
Jeetan Patel,9.2,0,25,3,2.68,38,2,0,0,0,2007,56
Daniel Vettori,10,0,57,3,5.7,28,6,0,0,2,2007,60
Scott Styris,6,0,21,1,3.5,21,1,0,2,0,2007,36
Craig McMillan,3,0,21,0,7.0,11,3,1,0,0,2007,18
Billy Stelling,8,3,12,3,1.5,43,1,0,1,2,2007,48
Darron Reekers,6,0,23,1,3.83,26,3,0,2,0,2007,36
Tim de Leede,4,0,24,1,6.0,16,3,1,2,0,2007,24
Mark Jonkman,5,1,22,2,4.4,22,4,0,1,0,2007,30
Mohammad Kashif,7,2,29,2,4.14,33,5,1,0,0,2007,42
Ryan ten Doeschate,3,0,17,0,5.67,11,2,0,2,0,2007,18
Daan van Bunge,1.1,0,4,1,3.43,3,0,0,0,0,2007,7
Paul Hoffmann,4,0,26,0,6.5,15,5,0,0,0,2007,24
John Blain,5,0,29,2,5.8,21,6,0,1,0,2007,30
Craig Wright,4,1,17,0,4.25,15,2,0,0,0,2007,24
Glenn Rogers,3,1,15,0,5.0,14,2,1,0,0,2007,18
Dougie Brown,4,0,20,0,5.0,15,3,0,0,0,2007,24
Majid Haq,3.5,0,29,0,7.57,13,6,0,1,0,2007,23
Chris Mpofu,10,1,74,1,7.4,27,8,2,2,0,2007,60
Tawanda Mupariwa,10,1,57,1,5.7,35,4,3,1,0,2007,60
Elton Chigumbura,6.5,1,50,3,7.32,23,6,2,1,1,2007,41
Gary Brent,10,0,68,3,6.8,24,2,3,3,0,2007,60
Sean Williams,6,0,41,1,6.83,16,3,2,0,1,2007,36
Prosper Utseya,6,0,46,0,7.67,17,2,4,1,0,2007,36
Chamu Chibhabha,1,0,11,0,11.0,1,2,0,0,0,2007,6
Umar Gul,5,1,10,2,2.0,25,0,0,0,1,2007,30
Mohammad Sami,5,0,15,1,3.0,21,1,0,1,0,2007,30
Danish Kaneria,4,0,48,2,12.0,8,1,5,0,0,2007,24
Shahid Afridi,4,0,20,3,5.0,16,2,1,0,0,2007,24
Younis Khan,1,0,5,0,5.0,3,0,0,0,1,2007,6
Mohammad Yousuf,0.1,0,0,1,0.0,1,0,0,0,0,2007,1
Mashrafe Mortaza,10,0,66,0,6.6,34,8,1,2,2,2007,60
Syed Rasel,10,0,58,1,5.8,33,5,2,0,0,2007,60
Abdur Razzak,10,0,86,1,8.6,25,4,6,1,0,2007,60
Mohammad Rafique,10,0,48,1,4.8,28,3,0,2,0,2007,60
Shakib Al Hasan,10,0,49,1,4.9,29,0,3,0,0,2007,60
Chaminda Vaas,7,4,11,1,1.57,37,2,0,0,0,2007,42
Lasith Malinga,6,0,27,3,4.5,26,5,0,1,0,2007,36
Farveez Maharoof,7,1,26,1,3.71,30,3,0,1,1,2007,42
Muttiah Muralitharan,9,0,15,1,1.67,44,1,0,2,0,2007,54
Sanath Jayasuriya,1.5,0,2,0,1.09,9,0,0,0,0,2007,11
Russel Arnold,3.1,0,17,1,5.37,10,1,1,0,0,2007,19
Tillakaratne Dilshan,3,0,12,1,4.0,7,0,0,0,0,2007,18
Thomas Odoyo,10,0,55,2,5.5,35,3,3,0,1,2007,60
Peter Ongondo,10,0,64,2,6.4,33,5,2,0,3,2007,60
Lameck Onyango,8,0,63,1,7.88,23,8,2,1,0,2007,48
Jimmy Kamande,9,0,61,0,6.78,24,4,2,2,0,2007,54
Hiren Varaiya,7,0,40,0,5.71,17,2,1,1,0,2007,42
Steve Tikolo,6,0,45,1,7.5,18,1,2,5,0,2007,36
Michael Mason,9,0,29,2,3.22,40,2,0,1,1,2007,54
Shane Bond,8,2,19,1,2.38,39,3,0,1,0,2007,48
James Franklin,7.2,2,20,2,2.73,34,2,0,0,0,2007,44
Craig McMillan,10,0,39,0,3.9,36,2,1,0,0,2007,60
Daniel Vettori,10,0,45,2,4.5,41,0,3,0,4,2007,60
Jacob Oram,5,0,29,0,5.8,15,4,0,0,1,2007,30
Shaun Pollock,10,1,25,1,2.5,45,3,0,0,0,2007,60
Makhaya Ntini,9,0,25,0,2.78,41,2,1,0,1,2007,54
Andrew Hall,10,2,48,3,4.8,37,7,0,2,0,2007,60
Charl Langeveldt,10,1,48,2,4.8,41,4,2,3,0,2007,60
Jacques Kallis,8,0,21,0,2.63,28,0,0,0,0,2007,48
Graeme Smith,3,0,13,0,4.33,9,1,0,0,0,2007,18
Paul Hoffmann,3,0,21,0,7.0,12,5,0,0,0,2007,18
John Blain,4,0,32,0,8.0,9,5,0,0,0,2007,24
Dewald Nel,3,0,24,0,8.0,7,4,0,0,0,2007,18
Dougie Brown,2,0,20,0,10.0,5,4,0,0,0,2007,12
Majid Haq,6,0,43,2,7.17,12,4,1,0,0,2007,36
Glenn Rogers,5.2,0,47,1,8.81,14,4,3,1,0,2007,32
Daren Powell,6,1,15,1,2.5,29,2,0,2,0,2007,36
Jerome Taylor,10,0,42,2,4.2,40,5,0,7,0,2007,60
Corey Collymore,9,0,29,0,3.22,34,1,0,2,0,2007,54
Dwayne Smith,5,0,28,1,5.6,15,1,1,3,0,2007,30
Chris Gayle,10,1,32,0,3.2,37,2,0,1,0,2007,60
Marlon Samuels,10,1,48,0,4.8,34,6,0,0,0,2007,60
Chris Mpofu,9,1,34,1,3.78,43,3,1,8,0,2007,54
Anthony Ireland,7,0,38,1,5.43,23,6,0,0,0,2007,42
Tawanda Mupariwa,9,2,34,1,3.78,39,1,3,0,1,2007,54
Elton Chigumbura,9.5,0,45,1,4.58,40,5,1,2,1,2007,59
Prosper Utseya,10,1,26,0,2.6,37,0,0,0,0,2007,60
Sean Williams,3,0,17,0,5.67,10,1,1,0,0,2007,18
Kevin Hurdle,10,0,53,1,5.3,40,5,1,1,5,2007,60
Malachi Jones,7,0,74,1,10.57,20,13,0,7,1,2007,42
Janeiro Tucker,9,1,67,0,7.44,24,5,4,1,0,2007,54
David Hemp,2,0,32,0,16.0,2,0,4,0,1,2007,12
Dwayne Leverock,10,0,96,1,9.6,18,2,8,0,0,2007,60
Delyone Borden,5,0,30,2,6.0,14,2,1,1,0,2007,30
Lionel Cann,7,0,54,0,7.71,9,3,0,5,0,2007,42
Zaheer Khan,10,1,32,2,3.2,43,4,0,2,1,2007,60
Ajit Agarkar,10,0,38,3,3.8,44,2,2,3,0,2007,60
Munaf Patel,8,2,20,1,2.5,40,3,0,1,0,2007,48
Anil Kumble,9.1,0,38,3,4.15,41,5,0,2,1,2007,55
Virender Sehwag,5,0,15,0,3.0,20,1,0,0,1,2007,30
Sachin Tendulkar,1,0,1,1,1.0,5,0,0,0,0,2007,6
Anderson Cummins,7,0,58,1,8.29,24,7,1,7,3,2007,42
Umar Bhatti,7.5,0,41,0,5.23,31,6,0,0,0,2007,47
John Davison,10,1,32,0,3.2,36,1,0,1,0,2007,60
Abdool Samad,5.1,0,31,1,6.0,16,2,1,0,2,2007,31
George Codrington,10,0,70,1,7.0,22,7,1,0,0,2007,60
Sunil Dhaniram,10,0,41,3,4.1,29,2,0,0,0,2007,60
James Anderson,10,1,40,1,4.0,40,5,0,2,0,2007,60
Liam Plunkett,9,0,46,2,5.11,30,5,0,2,0,2007,54
Monty Panesar,10,1,35,1,3.5,42,3,1,0,0,2007,60
Ravi Bopara,9,0,43,2,4.78,37,2,2,2,2,2007,54
Paul Collingwood,9,0,41,0,4.56,28,3,1,0,0,2007,54
Jamie Dalrymple,3,0,21,0,7.0,10,2,0,1,1,2007,18
Mark Jonkman,6.1,1,35,0,5.68,23,5,1,0,1,2007,37
Darron Reekers,6,1,48,0,8.0,17,6,2,0,0,2007,36
Tim de Leede,10,1,40,2,4.0,40,4,1,1,0,2007,60
Ryan ten Doeschate,10,0,76,2,7.6,28,9,1,4,0,2007,60
Adeel Raja,7.5,0,61,0,7.79,15,6,2,0,1,2007,47
Peter Borren,10,0,89,1,8.9,19,4,6,1,0,2007,60
Nathan Bracken,7,1,33,2,4.71,29,5,1,0,0,2007,42
Shaun Tait,7,0,29,1,4.14,29,3,0,5,0,2007,42
Glenn McGrath,8,0,33,2,4.13,31,5,0,0,0,2007,48
Brad Hogg,4.5,0,27,4,5.59,20,4,1,0,0,2007,29
Dave Langford-Smith,10,1,31,1,3.1,46,2,0,5,1,2007,60
Boyd Rankin,9,1,32,3,3.56,45,3,0,13,1,2007,54
Andre Botha,8,4,5,2,0.63,44,0,0,0,0,2007,48
Trent Johnston,7,1,20,1,2.86,33,2,0,4,1,2007,42
Kevin O'Brien,6,0,29,1,4.83,25,5,0,1,0,2007,36
Kyle McCallan,5.4,1,12,2,2.12,27,1,0,0,0,2007,34
Umar Gul,9,0,24,0,2.67,40,2,0,3,0,2007,54
Mohammad Sami,10,0,29,3,2.9,44,2,0,3,0,2007,60
Iftikhar Anjum,10,0,29,2,2.9,45,3,0,3,0,2007,60
Azhar Mahmood,7.4,1,25,0,3.26,32,1,1,2,0,2007,46
Mohammad Hafeez,4,0,15,1,3.75,17,2,0,0,0,2007,24
Shoaib Malik,1,0,9,1,9.0,4,0,1,0,1,2007,6
Mashrafe Mortaza,9.3,2,38,4,4.0,42,3,0,2,6,2007,57
Syed Rasel,10,2,31,0,3.1,45,2,0,0,1,2007,60
Abdur Razzak,10,2,38,3,3.8,38,5,0,0,0,2007,60
Shakib Al Hasan,10,0,44,0,4.4,28,2,0,1,0,2007,60
Mohammad Rafique,10,2,35,3,3.5,37,1,1,0,0,2007,60
Zaheer Khan,9,2,41,1,4.56,38,5,1,1,2,2007,54
Ajit Agarkar,10,0,41,0,4.1,38,3,0,0,2,2007,60
Munaf Patel,8.3,1,39,2,4.59,34,5,1,1,0,2007,51
Harbhajan Singh,10,1,30,0,3.0,47,1,2,0,0,2007,60
Sachin Tendulkar,3,0,8,0,2.67,11,0,0,1,0,2007,18
Yuvraj Singh,3,0,15,0,5.0,11,1,1,0,0,2007,18
Virender Sehwag,5,0,17,2,3.4,21,2,0,1,0,2007,30
James Franklin,9,0,43,2,4.78,34,3,0,1,4,2007,54
Shane Bond,10,1,19,2,1.9,49,2,0,2,0,2007,60
Jacob Oram,6,0,25,1,4.17,24,4,0,0,0,2007,36
Jeetan Patel,8,0,42,0,5.25,22,2,1,0,1,2007,48
Daniel Vettori,10,0,53,0,5.3,26,3,1,0,1,2007,60
