Batsman,Dismissal,Runs,Balls,Minutes,4s,6s,StrikeRate,Year
Colin de Grandhomme,c Khawaja b Smith,0,1,6,0,0,0.0,2019
James Neesham,c & b Lyon,9,22,24,0,0,40.91,2019
Mitchell Santner,c Behrendorff b Starc,12,29,42,0,1,41.38,2019
Ish Sodhi,lbw b Starc,5,4,11,1,0,125.0,2019
Lockie Ferguson,b Starc,0,3,7,0,0,0.0,2019
Trent Boult,not out,2,7,13,0,0,28.57,2019
Rahmat Shah,c Babar Azam b Imad Wasim,35,43,54,5,0,81.4,2019
Gulbadin Naib,c Sarfaraz Ahmed b Shaheen Shah Afridi,15,12,22,3,0,125.0,2019
Hashmatullah Shahidi,c Imad Wasim b Shaheen Shah Afridi,0,1,2,0,0,0.0,2019
Ikram Alikhil,c Mohammad Hafeez b Imad Wasim,24,66,90,1,0,36.36,2019
Asghar Afghan,b Shadab Khan,42,35,51,3,2,120.0,2019
Mohammad Nabi,c Mohammad Amir b Wahab Riaz,16,33,53,0,0,48.48,2019
Najibullah Zadran,b Shaheen Shah Afridi,42,54,75,6,0,77.78,2019
Samiullah Shinwari,not out,19,32,59,1,0,59.38,2019
Rashid Khan,c Fakhar Zaman b Shaheen Shah Afridi,8,12,11,1,0,66.67,2019
Hamid Hassan,b Wahab Riaz,1,3,9,0,0,33.33,2019
Mujeeb Ur Rahman,not out,7,9,10,1,0,77.78,2019
Fakhar Zaman,lbw b Mujeeb Ur Rahman,0,2,4,0,0,0.0,2019
Imam-ul-Haq,st Ikram Alikhil b Mohammad Nabi,36,51,60,4,0,70.59,2019
Babar Azam,b Mohammad Nabi,45,51,63,5,0,88.24,2019
Mohammad Hafeez,c Hashmatullah Shahidi b Mujeeb Ur Rahman,19,35,48,1,0,54.29,2019
Haris Sohail,lbw b Rashid Khan,27,57,58,2,0,47.37,2019
Sarfaraz Ahmed,run out (Najibullah Zadran/Ikram Alikhil),18,22,37,1,0,81.82,2019
Imad Wasim,not out,49,54,63,5,0,90.74,2019
Shadab Khan,run out (Gulbadin Naib/Ikram Alikhil),11,17,33,1,0,64.71,2019
Wahab Riaz,not out,15,9,14,1,1,166.67,2019
Dimuth Karunaratne,c du Plessis b Rabada,0,1,3,0,0,0.0,2019
Kusal Perera,b Pretorius,30,34,58,4,0,88.24,2019
Avishka Fernando,c du Plessis b Pretorius,30,29,46,4,0,103.45,2019
Kusal Mendis,c Morris b Pretorius,23,51,75,2,0,45.1,2019
Angelo Mathews,b Morris,11,29,48,1,0,37.93,2019
Dhananjaya de Silva,b Duminy,24,41,54,2,0,58.54,2019
Jeevan Mendis,c Pretorius b Morris,18,46,54,1,1,39.13,2019
Thisara Perera,c Rabada b Phehlukwayo,21,25,41,0,0,84.0,2019
Isuru Udana,c & b Rabada,17,32,40,1,0,53.13,2019
Suranga Lakmal,not out,5,7,23,0,0,71.43,2019
Lasith Malinga,c du Plessis b Morris,4,2,7,1,0,200.0,2019
Quinton de Kock,b Malinga,15,16,16,3,0,93.75,2019
Hashim Amla,not out,80,105,167,5,0,76.19,2019
Faf du Plessis,not out,96,103,103,10,1,93.2,2019
KL Rahul,b Holder,48,64,91,6,0,75.0,2019
Rohit Sharma,c Hope b Roach,18,23,28,1,1,78.26,2019
Virat Kohli,c sub (DM Bravo) b Holder,72,82,146,8,0,87.8,2019
Vijay Shankar,c Hope b Roach,14,19,26,3,0,73.68,2019
Kedar Jadhav,c Hope b Roach,7,10,13,1,0,70.0,2019
MS Dhoni,not out,56,61,99,3,2,91.8,2019
Hardik Pandya,c Allen b Cottrell,46,38,48,5,0,121.05,2019
Mohammed Shami,c Hope b Cottrell,0,2,4,0,0,0.0,2019
Kuldeep Yadav,not out,0,1,7,0,0,0.0,2019
Chris Gayle,c Jadhav b Mohammed Shami,6,19,22,1,0,31.58,2019
Sunil Ambris,lbw b Pandya,31,40,84,2,0,77.5,2019
Shai Hope,b Mohammed Shami,5,10,12,1,0,50.0,2019
Nicholas Pooran,c Mohammed Shami b Kuldeep Yadav,28,50,61,2,0,56.0,2019
Shimron Hetmyer,c Rahul b Mohammed Shami,18,29,52,1,0,62.07,2019
Jason Holder,c Jadhav b Chahal,6,13,14,0,0,46.15,2019
Carlos Brathwaite,c Dhoni b Bumrah,1,5,13,0,0,20.0,2019
Fabian Allen,lbw b Bumrah,0,1,3,0,0,0.0,2019
Kemar Roach,not out,14,21,38,3,0,66.67,2019
Sheldon Cottrell,lbw b Chahal,10,8,7,1,1,125.0,2019
Oshane Thomas,c Sharma b Mohammed Shami,6,11,20,1,0,54.55,2019
Martin Guptill,b Mohammad Amir,5,4,5,1,0,125.0,2019
Colin Munro,c Haris Sohail b Shaheen Shah Afridi,12,17,37,2,0,70.59,2019
Kane Williamson,c Sarfaraz Ahmed b Shadab Khan,41,69,114,4,0,59.42,2019
Ross Taylor,c Sarfaraz Ahmed b Shaheen Shah Afridi,3,8,14,0,0,37.5,2019
Tom Latham,c Sarfaraz Ahmed b Shaheen Shah Afridi,1,14,18,0,0,7.14,2019
James Neesham,not out,97,112,158,5,3,86.61,2019
Colin de Grandhomme,run out (Mohammad Amir/Sarfaraz Ahmed),64,71,96,6,1,90.14,2019
Mitchell Santner,not out,5,5,12,0,0,100.0,2019
Imam-ul-Haq,c Guptill b Ferguson,19,29,42,3,0,65.52,2019
Fakhar Zaman,c Guptill b Boult,9,10,13,2,0,90.0,2019
Babar Azam,not out,101,127,198,11,0,79.53,2019
Mohammad Hafeez,c Ferguson b Williamson,32,50,70,5,0,64.0,2019
Haris Sohail,run out (Guptill),68,76,98,5,2,89.47,2019
Sarfaraz Ahmed,not out,5,3,4,1,0,166.67,2019
Aaron Finch,c Woakes b Archer,100,116,144,11,2,86.21,2019
David Warner,c Root b Ali,53,61,95,6,0,86.89,2019
Usman Khawaja,b Stokes,23,29,32,1,0,79.31,2019
Steven Smith,c Archer b Woakes,38,34,64,5,0,111.76,2019
Glenn Maxwell,c Buttler b Wood,12,8,14,1,1,150.0,2019
Marcus Stoinis,run out (Bairstow/Rashid/Buttler),8,15,17,1,0,53.33,2019
Alex Carey,not out,38,27,41,5,0,140.74,2019
Pat Cummins,c Buttler b Woakes,1,4,8,0,0,25.0,2019
Mitchell Starc,not out,4,6,15,0,0,66.67,2019
James Vince,b Behrendorff,0,2,2,0,0,0.0,2019
Jonny Bairstow,c Cummins b Behrendorff,27,39,68,5,0,69.23,2019
Joe Root,lbw b Starc,8,9,16,2,0,88.89,2019
Eoin Morgan,c Cummins b Starc,4,7,13,1,0,57.14,2019
Ben Stokes,b Starc,89,115,138,8,2,77.39,2019
Jos Buttler,c Khawaja b Stoinis,25,27,60,2,0,92.59,2019
Chris Woakes,c Finch b Behrendorff,26,34,64,2,0,76.47,2019
Moeen Ali,c Carey b Behrendorff,6,9,14,1,0,66.67,2019
Adil Rashid,c Stoinis b Starc,25,20,24,3,1,125.0,2019
Jofra Archer,c Warner b Behrendorff,1,4,10,0,0,25.0,2019
Mark Wood,not out,1,2,6,0,0,50.0,2019
Liton Das,c Hashmatullah Shahidi b Mujeeb Ur Rahman,16,17,20,2,0,94.12,2019
Tamim Iqbal,b Mohammad Nabi,36,53,62,4,0,67.92,2019
Shakib Al Hasan,lbw b Mujeeb Ur Rahman,51,69,99,1,0,73.91,2019
Mushfiqur Rahim,c Mohammad Nabi b Dawlat Zadran,83,87,148,4,1,95.4,2019
Soumya Sarkar,lbw b Mujeeb Ur Rahman,3,10,13,0,0,30.0,2019
Mahmudullah,c Mohammad Nabi b Gulbadin Naib,27,38,52,2,0,71.05,2019
Mosaddek Hossain,b Gulbadin Naib,35,24,34,4,0,145.83,2019
Mohammad Saifuddin,not out,2,2,7,0,0,100.0,2019
Gulbadin Naib,c Liton Das b Shakib Al Hasan,47,75,107,3,0,62.67,2019
Rahmat Shah,c Tamim Iqbal b Shakib Al Hasan,24,35,45,3,0,68.57,2019
Hashmatullah Shahidi,st Mushfiqur Rahim b Mosaddek Hossain,11,31,36,0,0,35.48,2019
Asghar Afghan,c sub (Sabbir Rahman) b Shakib Al Hasan,20,38,44,1,0,52.63,2019
Mohammad Nabi,b Shakib Al Hasan,0,2,3,0,0,0.0,2019
Samiullah Shinwari,not out,49,51,90,3,1,96.08,2019
Ikram Alikhil,run out (Liton Das),11,12,20,1,0,91.67,2019
Najibullah Zadran,st Mushfiqur Rahim b Shakib Al Hasan,23,23,34,2,0,100.0,2019
Rashid Khan,c Mashrafe Mortaza b Mustafizur Rahman,2,3,7,0,0,66.67,2019
Dawlat Zadran,c Mushfiqur Rahim b Mustafizur Rahman,0,8,11,0,0,0.0,2019
Mujeeb Ur Rahman,b Mohammad Saifuddin,0,4,7,0,0,0.0,2019
Imam-ul-Haq,c & b Imran Tahir,44,58,71,6,0,75.86,2019
Fakhar Zaman,c Amla b Imran Tahir,44,50,94,6,1,88.0,2019
Babar Azam,c Ngidi b Phehlukwayo,69,80,113,7,0,86.25,2019
Mohammad Hafeez,lbw b Markram,20,33,38,0,1,60.61,2019
Haris Sohail,c de Kock b Ngidi,89,59,95,9,3,150.85,2019
Imad Wasim,c sub (JP Duminy) b Ngidi,23,15,33,3,0,153.33,2019
Wahab Riaz,b Ngidi,4,4,7,0,0,100.0,2019
Sarfaraz Ahmed,not out,2,2,6,0,0,100.0,2019
Shadab Khan,not out,1,1,2,0,0,100.0,2019
Hashim Amla,lbw b Mohammad Amir,2,3,7,0,0,66.67,2019
Quinton de Kock,c Imam-ul-Haq b Shadab Khan,47,60,83,3,2,78.33,2019
Faf du Plessis,c Sarfaraz Ahmed b Mohammad Amir,63,79,112,5,0,79.75,2019
Aiden Markram,b Shadab Khan,7,16,13,0,0,43.75,2019
Rassie van der Dussen,c Mohammad Hafeez b Shadab Khan,36,47,71,1,1,76.6,2019
David Miller,b Shaheen Shah Afridi,31,37,54,3,0,83.78,2019
Andile Phehlukwayo,not out,46,32,50,6,0,143.75,2019
Chris Morris,b Wahab Riaz,16,10,16,1,1,160.0,2019
Kagiso Rabada,b Wahab Riaz,3,7,13,0,0,42.86,2019
Lungi Ngidi,b Wahab Riaz,1,6,9,0,0,16.67,2019
Imran Tahir,not out,1,3,8,0,0,33.33,2019
Martin Guptill,lbw b Cottrell,0,1,3,0,0,0.0,2019
Colin Munro,b Cottrell,0,1,10,0,0,0.0,2019
Kane Williamson,c Hope b Cottrell,148,154,212,14,1,96.1,2019
Ross Taylor,c Holder b Gayle,69,95,148,7,0,72.63,2019
Tom Latham,c & b Cottrell,12,16,35,0,0,75.0,2019
James Neesham,c Cottrell b Brathwaite,28,23,43,1,1,121.74,2019
Colin de Grandhomme,run out (Cottrell),16,6,11,1,1,266.67,2019
Mitchell Santner,c Cottrell b Brathwaite,10,5,8,0,1,200.0,2019
Matt Henry,not out,0,0,1,0,0,0.0,2019
Chris Gayle,c Boult b de Grandhomme,87,84,111,8,6,103.57,2019
Shai Hope,b Boult,1,3,12,0,0,33.33,2019
Nicholas Pooran,c Latham b Boult,1,7,17,0,0,14.29,2019
Shimron Hetmyer,b Ferguson,54,45,72,8,1,120.0,2019
Jason Holder,c Latham b Ferguson,0,1,2,0,0,0.0,2019
Carlos Brathwaite,c Boult b Neesham,101,82,117,9,5,123.17,2019
Ashley Nurse,c Latham b Boult,1,8,9,0,0,12.5,2019
Evin Lewis,c Neesham b Boult,0,3,4,0,0,0.0,2019
Kemar Roach,c Latham b Henry,14,31,44,0,1,45.16,2019
Sheldon Cottrell,b Ferguson,15,26,30,2,0,57.69,2019
Oshane Thomas,not out,0,4,24,0,0,0.0,2019
KL Rahul,c Hazratullah Zazai b Mohammad Nabi,30,53,56,2,0,56.6,2019
Rohit Sharma,b Mujeeb Ur Rahman,1,10,60,0,0,10.0,2019
Virat Kohli,c Rahmat Shah b Mohammad Nabi,67,63,105,5,0,106.35,2019
Vijay Shankar,lbw b Rahmat Shah,29,41,49,2,0,70.73,2019
MS Dhoni,st Ikram Alikhil b Rashid Khan,28,52,75,3,0,53.85,2019
Kedar Jadhav,c sub (Noor Ali Zadran) b Gulbadin Naib,52,68,88,3,1,76.47,2019
Hardik Pandya,c Ikram Alikhil b Aftab Alam,7,9,23,0,0,77.78,2019
Mohammed Shami,b Gulbadin Naib,1,2,7,0,0,50.0,2019
Kuldeep Yadav,not out,1,1,4,0,0,100.0,2019
Jasprit Bumrah,not out,1,1,2,0,0,100.0,2019
Hazratullah Zazai,b Mohammed Shami,10,24,32,1,0,41.67,2019
Gulbadin Naib,c Shankar b Pandya,27,42,78,2,0,64.29,2019
Rahmat Shah,c Chahal b Bumrah,36,63,94,3,0,57.14,2019
Hashmatullah Shahidi,c & b Bumrah,21,45,53,2,0,46.67,2019
Asghar Afghan,b Chahal,8,19,33,0,0,42.11,2019
Mohammad Nabi,c Pandya b Mohammed Shami,52,55,105,4,1,94.55,2019
Najibullah Zadran,c Chahal b Pandya,21,23,32,2,0,91.3,2019
Rashid Khan,st Dhoni b Chahal,14,16,20,1,0,87.5,2019
Ikram Alikhil,not out,7,10,28,0,0,70.0,2019
Aftab Alam,b Mohammed Shami,0,1,2,0,0,0.0,2019
Mujeeb Ur Rahman,b Mohammed Shami,0,1,2,0,0,0.0,2019
Dimuth Karunaratne,c Buttler b Archer,1,8,9,0,0,12.5,2019
Kusal Perera,c Ali b Woakes,2,6,12,0,0,33.33,2019
Avishka Fernando,c Rashid b Wood,49,39,50,6,2,125.64,2019
Kusal Mendis,c Morgan b Rashid,46,68,110,2,0,67.65,2019
Angelo Mathews,not out,85,115,146,5,1,73.91,2019
Jeevan Mendis,c & b Rashid,0,1,2,0,0,0.0,2019
Dhananjaya de Silva,c Root b Archer,29,47,48,1,0,61.7,2019
Thisara Perera,c Rashid b Archer,2,6,12,0,0,33.33,2019
Isuru Udana,c Root b Wood,6,4,7,1,0,150.0,2019
Lasith Malinga,b Wood,1,5,9,0,0,20.0,2019
Nuwan Pradeep,not out,1,1,8,0,0,100.0,2019
James Vince,c Mendis b Malinga,14,18,33,2,0,77.78,2019
Jonny Bairstow,lbw b Malinga,0,1,3,0,0,0.0,2019
Joe Root,c MDKJ Perera b Malinga,57,89,126,3,0,64.04,2019
Eoin Morgan,c & b Udana,21,35,51,2,0,60.0,2019
Ben Stokes,not out,82,89,135,7,4,92.13,2019
Jos Buttler,lbw b Malinga,10,9,16,1,0,111.11,2019
Moeen Ali,c Udana b de Silva,16,20,25,0,1,80.0,2019
Chris Woakes,c MDKJ Perera b de Silva,2,4,8,0,0,50.0,2019
Adil Rashid,c MDKJ Perera b de Silva,1,2,3,0,0,50.0,2019
Jofra Archer,c NLTC Perera b Udana,3,11,18,0,0,27.27,2019
Mark Wood,c MDKJ Perera b Pradeep,0,4,19,0,0,0.0,2019
David Warner,c Rubel Hossain b Soumya Sarkar,166,147,184,14,5,112.93,2019
Aaron Finch,c Rubel Hossain b Soumya Sarkar,53,51,91,5,2,103.92,2019
Usman Khawaja,c Mushfiqur Rahim b Soumya Sarkar,89,72,110,10,0,123.61,2019
Glenn Maxwell,run out (Rubel Hossain),32,10,14,2,3,320.0,2019
Marcus Stoinis,not out,17,11,22,2,0,154.55,2019
Steven Smith,lbw b Mustafizur Rahman,1,2,4,0,0,50.0,2019
Alex Carey,not out,11,8,14,1,0,137.5,2019
Tamim Iqbal,b Starc,62,74,103,6,0,83.78,2019
Soumya Sarkar,run out (Finch),10,8,18,2,0,125.0,2019
Shakib Al Hasan,c Warner b Stoinis,41,41,61,4,0,100.0,2019
Mushfiqur Rahim,not out,102,97,146,9,1,105.15,2019
Liton Das,lbw b Zampa,20,17,29,3,0,117.65,2019
Mahmudullah,c Cummins b Coulter-Nile,69,50,70,5,3,138.0,2019
Sabbir Rahman,b Coulter-Nile,0,1,2,0,0,0.0,2019
Mehidy Hasan,c Warner b Starc,6,7,14,0,0,85.71,2019
Mashrafe Mortaza,c Maxwell b Stoinis,6,5,7,1,0,120.0,2019
Quinton de Kock,b Boult,5,8,8,1,0,62.5,2019
Hashim Amla,b Santner,55,83,111,4,0,66.27,2019
Faf du Plessis,b Ferguson,23,35,53,4,0,65.71,2019
Aiden Markram,c Munro b de Grandhomme,38,55,74,4,0,69.09,2019
Rassie van der Dussen,not out,67,64,100,2,3,104.69,2019
David Miller,c Boult b Ferguson,36,37,55,2,1,97.3,2019
Andile Phehlukwayo,c Williamson b Ferguson,0,5,12,0,0,0.0,2019
Chris Morris,not out,6,7,12,1,0,85.71,2019
Martin Guptill,hit wicket b Phehlukwayo,35,59,68,5,0,59.32,2019
Colin Munro,c & b Rabada,9,5,12,2,0,180.0,2019
Kane Williamson,not out,106,138,216,9,1,76.81,2019
Ross Taylor,c de Kock b Morris,1,2,6,0,0,50.0,2019
Tom Latham,c de Kock b Morris,1,4,10,0,0,25.0,2019
James Neesham,c Amla b Morris,23,34,60,3,0,67.65,2019
Colin de Grandhomme,c du Plessis b Ngidi,60,47,70,5,2,127.66,2019
Mitchell Santner,not out,2,3,14,0,0,66.67,2019
James Vince,c Mujeeb Ur Rahman b Dawlat Zadran,26,31,37,3,0,83.87,2019
Jonny Bairstow,c & b Gulbadin Naib,90,99,115,8,3,90.91,2019
Joe Root,c Rahmat Shah b Gulbadin Naib,88,82,155,5,1,107.32,2019
Eoin Morgan,c Rahmat Shah b Gulbadin Naib,148,71,77,4,17,208.45,2019
Jos Buttler,c Mohammad Nabi b Dawlat Zadran,2,2,8,0,0,100.0,2019
Ben Stokes,b Dawlat Zadran,2,6,14,0,0,33.33,2019
Moeen Ali,not out,31,9,15,1,4,344.44,2019
Chris Woakes,not out,1,1,6,0,0,100.0,2019
Noor Ali Zadran,b Archer,0,7,8,0,0,0.0,2019
Gulbadin Naib,c Buttler b Wood,37,28,52,4,1,132.14,2019
Rahmat Shah,c Bairstow b Rashid,46,74,98,3,1,62.16,2019
Hashmatullah Shahidi,b Archer,76,100,145,5,2,76.0,2019
Asghar Afghan,c Root b Rashid,44,48,68,3,2,91.67,2019
Mohammad Nabi,c Stokes b Rashid,9,7,8,0,1,128.57,2019
Najibullah Zadran,b Wood,15,13,21,0,1,115.38,2019
Rashid Khan,c Bairstow b Archer,8,13,19,1,0,61.54,2019
Ikram Alikhil,not out,3,10,18,0,0,30.0,2019
Dawlat Zadran,not out,0,0,2,0,0,0.0,2019
Chris Gayle,c Mushfiqur Rahim b Mohammad Saifuddin,0,13,17,0,0,0.0,2019
Evin Lewis,c sub (Sabbir Rahman) b Shakib Al Hasan,70,67,105,6,2,104.48,2019
Shai Hope,c Liton Das b Mustafizur Rahman,96,121,191,4,1,79.34,2019
Nicholas Pooran,c Soumya Sarkar b Shakib Al Hasan,25,30,29,2,1,83.33,2019
Shimron Hetmyer,c Tamim Iqbal b Mustafizur Rahman,50,26,34,4,3,192.31,2019
Andre Russell,c Mushfiqur Rahim b Mustafizur Rahman,0,2,5,0,0,0.0,2019
Jason Holder,c Mahmudullah b Mohammad Saifuddin,33,15,18,4,2,220.0,2019
Darren Bravo,b Mohammad Saifuddin,19,15,36,0,2,126.67,2019
Oshane Thomas,not out,6,11,20,0,0,54.55,2019
Tamim Iqbal,run out (Cottrell),48,53,87,6,0,90.57,2019
Soumya Sarkar,c Gayle b Russell,29,23,38,2,2,126.09,2019
Shakib Al Hasan,not out,124,99,170,16,0,125.25,2019
Mushfiqur Rahim,c Hope b Thomas,1,5,11,0,0,20.0,2019
Liton Das,not out,94,69,112,8,4,136.23,2019
KL Rahul,c Babar Azam b Wahab Riaz,57,78,94,3,2,73.08,2019
Rohit Sharma,c Wahab Riaz b Hasan Ali,140,113,153,14,3,123.89,2019
Virat Kohli,c Sarfaraz Ahmed b Mohammad Amir,77,65,105,7,0,118.46,2019
Hardik Pandya,c Babar Azam b Mohammad Amir,26,19,24,2,1,136.84,2019
MS Dhoni,c Sarfaraz Ahmed b Mohammad Amir,1,2,8,0,0,50.0,2019
Vijay Shankar,not out,15,15,27,1,0,100.0,2019
Kedar Jadhav,not out,9,8,13,1,0,112.5,2019
Imam-ul-Haq,lbw b Shankar,7,18,23,1,0,38.89,2019
Fakhar Zaman,c Chahal b Kuldeep Yadav,62,75,112,7,1,82.67,2019
Babar Azam,b Kuldeep Yadav,48,57,83,3,1,84.21,2019
Mohammad Hafeez,c Shankar b Pandya,9,7,13,0,1,128.57,2019
Sarfaraz Ahmed,b Shankar,12,30,42,0,0,40.0,2019
Shoaib Malik,b Pandya,0,1,3,0,0,0.0,2019
Imad Wasim,not out,46,39,57,6,0,117.95,2019
Shadab Khan,not out,20,14,24,1,0,142.86,2019
Hazratullah Zazai,c van der Dussen b Rabada,22,23,40,3,0,95.65,2019
Noor Ali Zadran,b Imran Tahir,32,58,105,4,0,55.17,2019
Rahmat Shah,lbw b Morris,6,22,32,1,0,27.27,2019
Hashmatullah Shahidi,c du Plessis b Phehlukwayo,8,22,29,1,0,36.36,2019
Asghar Afghan,c & b Imran Tahir,0,5,9,0,0,0.0,2019
Mohammad Nabi,b Phehlukwayo,1,2,6,0,0,50.0,2019
Ikram Alikhil,c Amla b Morris,9,33,43,0,0,27.27,2019
Gulbadin Naib,c Markram b Imran Tahir,5,11,12,0,0,45.45,2019
Rashid Khan,c van der Dussen b Imran Tahir,35,25,34,6,0,140.0,2019
Hamid Hassan,c du Plessis b Morris,0,3,12,0,0,0.0,2019
Aftab Alam,not out,0,1,7,0,0,0.0,2019
Hashim Amla,not out,41,83,105,4,0,49.4,2019
Quinton de Kock,c Mohammad Nabi b Gulbadin Naib,68,72,84,8,0,94.44,2019
Andile Phehlukwayo,not out,17,17,21,2,1,100.0,2019
David Warner,b de Silva,26,48,70,2,0,54.17,2019
Aaron Finch,c Karunaratne b Udana,153,132,176,15,5,115.91,2019
Usman Khawaja,c Udana b de Silva,10,20,21,1,0,50.0,2019
Steven Smith,b Malinga,73,59,90,7,1,123.73,2019
Glenn Maxwell,not out,46,25,40,5,1,184.0,2019
Shaun Marsh,c Siriwardana b Udana,3,9,19,0,0,33.33,2019
Alex Carey,run out (Udana),4,3,8,0,0,133.33,2019
Pat Cummins,run out (Udana),0,1,4,0,0,0.0,2019
Mitchell Starc,not out,5,4,7,0,0,125.0,2019
Dimuth Karunaratne,c Maxwell b Richardson,97,108,132,9,0,89.81,2019
Kusal Perera,b Starc,52,36,64,5,1,144.44,2019
Lahiru Thirimanne,c Carey b Behrendorff,16,26,34,1,0,61.54,2019
Kusal Mendis,c Carey b Starc,30,37,68,0,2,81.08,2019
Angelo Mathews,c Carey b Cummins,9,11,14,2,0,81.82,2019
Milinda Siriwardana,b Starc,3,4,5,0,0,75.0,2019
Thisara Perera,c Warner b Starc,7,3,4,0,1,233.33,2019
Dhananjaya de Silva,not out,16,30,43,2,0,53.33,2019
Isuru Udana,c Finch b Richardson,8,8,8,1,0,100.0,2019
Lasith Malinga,c Khawaja b Richardson,1,5,9,0,0,20.0,2019
Nuwan Pradeep,c Carey b Cummins,0,7,21,0,0,0.0,2019
Chris Gayle,c Bairstow b Plunkett,36,41,57,5,1,87.8,2019
Evin Lewis,b Woakes,2,8,14,0,0,25.0,2019
Shai Hope,lbw b Wood,11,30,47,1,0,36.67,2019
Nicholas Pooran,c Buttler b Archer,63,78,116,3,1,80.77,2019
Shimron Hetmyer,c & b Root,39,48,70,4,0,81.25,2019
Jason Holder,c & b Root,9,10,9,0,1,90.0,2019
Andre Russell,c Woakes b Wood,21,16,19,1,2,131.25,2019
Carlos Brathwaite,c Buttler b Archer,14,22,39,0,1,63.64,2019
Sheldon Cottrell,lbw b Archer,0,1,3,0,0,0.0,2019
Oshane Thomas,not out,0,11,23,0,0,0.0,2019
Shannon Gabriel,b Wood,0,3,7,0,0,0.0,2019
Jonny Bairstow,c Brathwaite b Gabriel,45,46,72,7,0,97.83,2019
Joe Root,not out,100,94,164,11,0,106.38,2019
Chris Woakes,c sub (FA Allen) b Gabriel,40,54,78,4,0,74.07,2019
Ben Stokes,not out,10,6,12,2,0,166.67,2019
Aaron Finch,c Mohammad Hafeez b Mohammad Amir,82,84,94,6,4,97.62,2019
David Warner,c Imam-ul-Haq b Shaheen Shah Afridi,107,111,161,11,1,96.4,2019
Steven Smith,c Asif Ali b Mohammad Hafeez,10,13,28,1,0,76.92,2019
Glenn Maxwell,b Shaheen Shah Afridi,20,10,20,2,1,200.0,2019
Shaun Marsh,c Shoaib Malik b Mohammad Amir,23,26,46,2,0,88.46,2019
Usman Khawaja,c Wahab Riaz b Mohammad Amir,18,16,18,3,0,112.5,2019
Alex Carey,lbw b Mohammad Amir,20,21,31,2,0,95.24,2019
Nathan Coulter-Nile,c Sarfaraz Ahmed b Wahab Riaz,2,3,9,0,0,66.67,2019
Pat Cummins,c Sarfaraz Ahmed b Hasan Ali,2,6,6,0,0,33.33,2019
Mitchell Starc,c Shoaib Malik b Mohammad Amir,3,6,10,0,0,50.0,2019
Kane Richardson,not out,1,1,3,0,0,100.0,2019
Imam-ul-Haq,c Carey b Cummins,53,75,107,7,0,70.67,2019
Fakhar Zaman,c Richardson b Cummins,0,3,12,0,0,0.0,2019
Babar Azam,c Richardson b Coulter-Nile,30,28,37,7,0,107.14,2019
Mohammad Hafeez,c Starc b Finch,46,49,69,3,1,93.88,2019
Sarfaraz Ahmed,run out (Maxwell),40,48,96,1,0,83.33,2019
Shoaib Malik,c Carey b Cummins,0,2,4,0,0,0.0,2019
Asif Ali,c Carey b Richardson,5,8,9,0,0,62.5,2019
Hasan Ali,c Khawaja b Richardson,32,15,17,3,3,213.33,2019
Wahab Riaz,c Carey b Starc,45,39,49,2,3,115.38,2019
Mohammad Amir,b Starc,0,2,5,0,0,0.0,2019
Shaheen Shah Afridi,not out,1,6,5,0,0,16.67,2019
Quinton de Kock,not out,17,21,37,1,0,80.95,2019
Hashim Amla,c Gayle b Cottrell,6,7,13,1,0,85.71,2019
Aiden Markram,c Hope b Cottrell,5,10,16,1,0,50.0,2019
Faf du Plessis,not out,0,7,9,0,0,0.0,2019
Rohit Sharma,c Carey b Coulter-Nile,57,70,101,3,1,81.43,2019
Shikhar Dhawan,c sub (NM Lyon) b Starc,117,109,163,16,0,107.34,2019
Virat Kohli,c Cummins b Stoinis,82,77,128,4,2,106.49,2019
Hardik Pandya,c Finch b Cummins,48,27,41,4,3,177.78,2019
MS Dhoni,c & b Stoinis,27,14,20,3,1,192.86,2019
KL Rahul,not out,11,3,6,1,1,366.67,2019
Kedar Jadhav,not out,0,0,2,0,0,0.0,2019
David Warner,c Kumar b Chahal,56,84,111,5,0,66.67,2019
Aaron Finch,run out (Jadhav/Pandya),36,35,60,3,1,102.86,2019
Steven Smith,lbw b Kumar,69,70,115,5,1,98.57,2019
Usman Khawaja,b Bumrah,42,39,48,4,1,107.69,2019
Glenn Maxwell,c sub (RA Jadeja) b Chahal,28,14,25,5,0,200.0,2019
Marcus Stoinis,b Kumar,0,2,3,0,0,0.0,2019
Alex Carey,not out,55,35,50,5,1,157.14,2019
Nathan Coulter-Nile,c Kohli b Bumrah,4,9,22,0,0,44.44,2019
Pat Cummins,c Dhoni b Bumrah,8,7,11,1,0,114.29,2019
Mitchell Starc,run out (sub [V Shankar]/Kumar),3,3,12,0,0,100.0,2019
Adam Zampa,c sub (RA Jadeja) b Kumar,1,3,4,0,0,33.33,2019
Hazratullah Zazai,c Munro b Neesham,34,28,48,5,1,121.43,2019
Noor Ali Zadran,c Latham b Ferguson,31,38,52,5,0,81.58,2019
Rahmat Shah,c Guptill b Neesham,0,4,10,0,0,0.0,2019
Hashmatullah Shahidi,c Henry b Ferguson,59,99,143,9,0,59.6,2019
Gulbadin Naib,c Latham b Neesham,4,4,9,1,0,100.0,2019
Mohammad Nabi,c Latham b Neesham,9,24,42,0,0,37.5,2019
Najibullah Zadran,c Latham b Neesham,4,3,2,1,0,133.33,2019
