BATSMEN,,R,B,M,4s,6s,SR
Ali Shah,run out (Reid/Healy),23,47,57,2,0,48.94
Andy Flower,c Border b SR Waugh,20,49,73,1,0,40.82
Alistair Campbell,c ME Waugh b Whitney,4,20,24,1,0,20.00
Andy Pycroft,c ME Waugh b SR Waugh,0,1,1,0,0,0.00
Dave Houghton,b McDermott,2,10,26,0,0,20.00
Andy Waller,c Taylor b Moody,18,39,37,2,0,46.15
Kevin Arnott,b Whitney,8,15,27,0,0,53.33
Eddo Brandes,c McDermott b Taylor,23,28,53,3,0,82.14
Mark Burmester,c Border b Reid,12,24,21,0,0,50.00
John Traicos,c Border b Taylor,3,9,12,0,0,33.33
Kevin Duers,not out,2,10,6,0,0,20.00
